bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price,day_bought,month_bought,year_bought,yr_diff_renovated,yr_diff_bought,sqrt_diff,sqrt_diff_15,yr_renovated_binary,basement_binary,sqft_living_log,sqft_above_log,sqft_living15_log
4,2.5,3510,6745,2.0,0,0,3,10,3510,0,1998,0,98075,47.6016,-122.074,3320,8370,900000,31,3,2015,0,17,3235,5050,0,0,8.163371316459912,8.163371316459912,8.107720061910534
4,2.25,2010,7200,1.0,0,1,4,8,1010,1000,1950,0,98118,47.5591,-122.267,2010,7200,800000,17,10,2014,0,64,5190,5190,0,1,7.605890001053122,6.917705609835305,7.605890001053122
4,2.0,1480,11171,1.5,0,0,4,6,1480,0,1947,0,98075,47.5849,-122.051,2790,20680,890000,13,3,2015,0,68,9691,17890,0,0,7.299797366758161,7.299797366758161,7.933796874815411
5,3.25,3730,10626,1.0,0,4,4,10,3730,0,1963,0,98004,47.624,-122.221,4180,19110,2540000,18,7,2014,0,51,6896,14930,0,0,8.224163512637862,8.224163512637862,8.338066525518801
4,3.25,3480,6000,3.0,0,0,3,8,3480,0,2014,0,98109,47.6353,-122.353,2200,4080,1850000,5,11,2014,0,0,2520,1880,0,0,8.15478757276852,8.15478757276852,7.696212639346407
4,2.5,2900,18303,2.0,0,0,4,10,2900,0,1994,0,98075,47.5981,-122.03,2900,18303,800000,24,4,2015,0,21,15403,15403,0,0,7.9724660159745655,7.9724660159745655,7.9724660159745655
3,2.5,2240,3825,2.0,0,0,3,7,2240,0,1995,0,98117,47.6786,-122.389,1460,5100,676000,11,12,2014,0,19,1585,3640,0,0,7.7142311448490855,7.7142311448490855,7.286191714702382
4,1.75,2040,5000,2.0,0,0,4,9,2040,0,1921,0,98102,47.6279,-122.315,3220,5600,1270000,2,4,2015,0,94,2960,2380,0,0,7.620705086838262,7.620705086838262,8.077136638538454
2,1.75,1390,5025,1.5,0,0,4,8,1390,0,1928,0,98105,47.6701,-122.288,2160,5000,686500,5,2,2015,0,87,3635,2840,0,0,7.237059026124737,7.237059026124737,7.67786350067821
4,2.0,1820,5001,2.0,0,0,3,7,1820,0,1947,2002,98119,47.6438,-122.373,1440,5408,705000,19,11,2014,55,67,3181,3968,1,0,7.506591780070841,7.506591780070841,7.272398392570047
4,2.5,2440,11700,1.0,0,0,5,8,1480,960,1961,0,98006,47.5606,-122.184,2140,10807,689000,19,2,2015,0,54,9260,8667,0,1,7.799753318287247,7.299797366758161,7.668561108015897
4,3.5,2210,7597,1.0,0,0,4,9,1550,660,1977,2006,98004,47.5816,-122.197,2370,8811,1100000,14,7,2014,29,37,5387,6441,1,1,7.700747794511798,7.346010209913293,7.7706452341291765
4,1.75,2000,3728,1.5,0,0,4,9,1820,180,1926,0,98112,47.643,-122.299,1950,3728,1350000,7,5,2015,0,89,1728,1778,0,1,7.600902459542082,7.506591780070841,7.575584651557793
5,2.75,2460,7830,1.0,0,0,5,9,1490,970,1955,0,98115,47.6938,-122.31,2050,7830,835000,25,9,2014,0,59,5370,5780,0,1,7.807916628926408,7.306531398939505,7.6255950721324535
5,3.5,3860,9600,1.0,0,3,4,8,2660,1200,1973,0,98034,47.7139,-122.223,2440,9600,670000,8,12,2014,0,41,5740,7160,0,1,8.258422462458876,7.886081401775745,7.799753318287247
3,1.75,2560,4800,1.0,0,0,3,7,1280,1280,1911,0,98112,47.6207,-122.295,1620,4800,747000,3,10,2014,0,103,2240,3180,0,1,7.847762537473608,7.154615356913663,7.3901814282264295
4,3.75,3180,9889,2.0,0,0,3,9,2500,680,2012,0,98033,47.6853,-122.204,2910,8558,1150000,10,11,2014,0,2,6709,5648,0,1,8.064636475774222,7.824046010856292,7.975908360165538
3,1.75,2080,5687,1.5,0,0,4,8,2080,0,1924,0,98144,47.5776,-122.289,2300,5995,695000,17,7,2014,0,90,3607,3695,0,0,7.640123172695364,7.640123172695364,7.7406644019172415
5,2.5,3020,9648,1.0,0,2,4,9,1980,1040,1977,0,98006,47.5586,-122.134,2890,12598,975000,6,5,2015,0,38,6628,9708,0,1,8.013012110368916,7.590852123688581,7.969011781106478
4,3.5,3050,7020,2.0,0,3,3,9,2050,1000,1984,0,98126,47.571,-122.374,2170,5900,750000,26,11,2014,0,30,3970,3730,0,1,8.022896869601457,7.6255950721324535,7.682482446534506
4,2.5,2670,13463,2.0,0,0,4,9,2670,0,1989,0,98029,47.5627,-122.018,2560,10982,690000,12,5,2014,0,25,10793,8422,0,0,7.8898337513942955,7.8898337513942955,7.847762537473608
4,2.5,2620,9525,2.5,0,0,4,9,2620,0,1974,0,98040,47.5631,-122.219,2580,9525,838400,5,8,2014,0,40,6905,6945,0,0,7.8709295967551425,7.8709295967551425,7.855544677915663
3,2.5,2040,10033,1.0,0,0,4,8,1420,620,1974,0,98005,47.6375,-122.173,2260,10115,726000,18,8,2014,0,40,7993,7855,0,1,7.620705086838262,7.258412150595307,7.723120092266331
4,2.5,4080,10295,2.0,0,0,3,10,4080,0,1998,0,98075,47.5933,-121.982,3470,10295,899000,9,4,2015,0,17,6215,6825,0,0,8.313852267398207,8.313852267398207,8.151909872940905
4,1.75,1580,9382,1.0,0,0,3,7,1080,500,1963,0,98039,47.6353,-122.232,2010,9382,787500,4,8,2014,0,51,7802,7372,0,1,7.365180126021013,6.984716320118266,7.605890001053122
4,1.75,2780,11000,1.0,0,0,3,9,1560,1220,1964,0,98004,47.595,-122.203,2350,11700,870000,19,3,2015,0,51,8220,9350,0,1,7.930206206684683,7.352441100243583,7.762170607138205
4,3.0,3150,9703,2.0,0,0,3,9,3150,0,2001,0,98075,47.5962,-122.018,3150,8819,727000,25,8,2014,0,13,6553,5669,0,0,8.055157731819678,8.055157731819678,8.055157731819678
3,3.25,2950,4446,2.0,0,0,3,9,2450,500,2001,0,98116,47.5852,-122.391,1930,4255,930000,15,9,2014,0,13,1496,2325,0,1,7.989560449333865,7.803843303538772,7.5652752818989315
3,2.5,2070,7200,2.0,0,0,3,8,2070,0,2001,0,98033,47.6946,-122.211,1650,8877,718000,9,9,2014,0,13,5130,7227,0,0,7.635303886259415,7.635303886259415,7.408530566894626
3,2.5,2300,7800,2.0,0,2,3,9,2300,0,1997,0,98052,47.6842,-122.155,2300,8187,737000,5,5,2015,0,18,5500,5887,0,0,7.7406644019172415,7.7406644019172415,7.7406644019172415
4,3.25,3830,10005,2.0,0,0,3,10,3830,0,2001,0,98075,47.5953,-122.039,2555,5204,860000,26,12,2014,0,13,6175,2649,0,0,8.250620082174692,8.250620082174692,7.845807502637805
3,2.0,1550,12262,1.0,0,0,4,7,1550,0,1964,0,98040,47.5755,-122.216,2900,12372,725000,13,10,2014,0,50,10712,9472,0,0,7.346010209913293,7.346010209913293,7.9724660159745655
4,2.5,3470,4160,2.0,0,0,3,9,2480,990,1927,0,98119,47.63,-122.363,2280,5440,1300000,2,10,2014,0,87,690,3160,0,1,8.151909872940905,7.8160138391590275,7.731930721948486
5,2.25,1960,8592,1.0,0,0,4,8,1290,670,1958,0,98004,47.6066,-122.192,1720,8592,860000,12,5,2015,0,57,6632,6872,0,1,7.580699752224563,7.162397497355718,7.450079569807499
3,1.75,2020,4800,1.0,0,0,4,8,1090,930,1926,0,98115,47.6726,-122.294,1680,4800,840000,7,4,2015,0,89,2780,3120,0,1,7.61085279039525,6.993932975223189,7.426549072397305
3,2.5,2190,2658,2.0,0,3,4,9,2190,0,1979,0,98033,47.6528,-122.203,2315,2538,770000,8,1,2015,0,36,468,223,0,0,7.691656822810547,7.691656822810547,7.747164966520335
4,2.5,3100,7250,2.0,0,0,3,9,3100,0,2010,0,98115,47.6961,-122.316,1240,6670,967000,27,4,2015,0,5,4150,5430,0,0,8.039157390473237,8.039157390473237,7.122866658599083
4,2.5,3330,8897,2.0,0,0,3,10,3330,0,2001,0,98074,47.6484,-122.08,3150,7515,936000,2,4,2015,0,14,5567,4365,0,0,8.110727582974489,8.110727582974489,8.055157731819678
5,3.5,3510,4798,2.0,0,0,3,10,2700,810,2008,0,98105,47.669,-122.282,1460,1684,1250000,1,5,2015,0,7,1288,224,0,1,8.163371316459912,7.90100705199242,7.286191714702382
2,1.5,1800,4144,1.0,0,4,4,7,900,900,1962,0,98116,47.5934,-122.39,2090,4173,850000,24,2,2015,0,53,2344,2083,0,1,7.495541943884256,6.802394763324311,7.644919344958857
3,3.0,2790,12523,2.0,1,4,4,8,1600,1190,1977,0,98198,47.3571,-122.324,2990,11476,835000,12,6,2014,0,37,9733,8486,0,1,7.933796874815411,7.3777589082278725,8.003028666384733
4,2.5,2930,9158,2.0,0,0,3,9,2930,0,2005,0,98052,47.7065,-122.13,3590,8065,890000,21,4,2015,0,10,6228,4475,0,0,7.982757702011113,7.982757702011113,8.185907481482324
4,2.75,3130,8920,2.0,0,0,3,8,3130,0,2014,0,98155,47.7397,-122.316,1450,9183,690500,5,12,2014,0,0,5790,7733,0,0,8.048788283534199,8.048788283534199,7.27931883541462
3,1.0,1220,8573,1.0,0,0,4,7,1220,0,1954,0,98004,47.6088,-122.193,1390,8573,672000,1,12,2014,0,60,7353,7183,0,0,7.106606137727303,7.106606137727303,7.237059026124737
2,2.5,2390,6928,2.0,0,3,4,8,1810,580,1949,1982,98146,47.5101,-122.391,2390,12852,787500,2,9,2014,33,65,4538,10462,1,1,7.779048644925556,7.501082124259871,7.779048644925556
4,1.5,2130,5000,2.0,0,0,4,8,2130,0,1920,0,98144,47.5828,-122.291,2560,5000,749000,10,7,2014,0,94,2870,2440,0,0,7.6638772587034705,7.6638772587034705,7.847762537473608
3,1.5,1790,6000,1.5,0,0,4,7,1790,0,1903,0,98115,47.6754,-122.325,1290,3500,725000,9,10,2014,0,111,4210,2210,0,0,7.489970898834801,7.489970898834801,7.162397497355718
4,2.5,3370,10602,2.0,0,0,3,10,3370,0,1999,0,98007,47.6591,-122.147,2950,9949,1140000,3,9,2014,0,15,7232,6999,0,0,8.122668023346407,8.122668023346407,7.989560449333865
3,2.25,2920,6300,1.0,0,0,3,8,1710,1210,1956,0,98177,47.7065,-122.37,1940,6300,680000,4,8,2014,0,58,3380,4360,0,1,7.979338895262328,7.444248649496705,7.570443252057374
5,3.0,2970,7261,2.0,0,0,3,9,2970,0,1999,0,98075,47.5994,-122.019,2970,8437,726888,15,4,2015,0,16,4291,5467,0,0,7.996317231796746,7.996317231796746,7.996317231796746
4,2.5,3370,8402,1.0,0,0,5,10,2240,1130,1962,0,98112,47.6349,-122.29,3190,8700,2300000,30,1,2015,0,53,5032,5510,0,1,8.122668023346407,7.7142311448490855,8.06777619577889
2,1.0,1570,4400,1.5,0,0,4,8,1570,0,1914,0,98122,47.6112,-122.293,1850,4400,998500,1,10,2014,0,100,2830,2550,0,0,7.358830898342354,7.358830898342354,7.52294091807237
4,2.5,3420,8405,2.0,0,0,3,10,3420,0,2000,0,98074,47.6328,-122.064,3230,8460,840000,28,5,2014,0,14,4985,5230,0,0,8.13739583005665,8.13739583005665,8.080237416216702
4,1.75,1920,3600,2.0,0,0,4,8,1920,0,1907,0,98119,47.6382,-122.368,1920,3600,870000,12,11,2014,0,107,1680,1680,0,0,7.560080465021827,7.560080465021827,7.560080465021827
5,2.5,2840,5000,1.0,0,0,4,7,1620,1220,1913,0,98144,47.5817,-122.291,2200,5000,739000,16,8,2014,0,101,2160,2800,0,1,7.951559331155252,7.3901814282264295,7.696212639346407
4,4.5,3860,15246,2.0,0,4,3,11,2940,920,2004,0,98006,47.56,-122.161,3750,14790,1700000,22,9,2014,0,10,11386,11040,0,1,8.258422462458876,7.986164860332727,8.229511118964457
4,1.75,2460,5100,1.5,0,0,5,7,1450,1010,1909,0,98115,47.6782,-122.3,1560,5100,735000,11,6,2014,0,105,2640,3540,0,1,7.807916628926408,7.27931883541462,7.352441100243583
3,2.5,3420,8700,1.0,0,0,3,9,2890,530,1951,0,98112,47.6352,-122.29,3370,8700,2250000,4,2,2015,0,64,5280,5330,0,1,8.13739583005665,7.969011781106478,8.122668023346407
3,1.75,1920,4500,1.0,0,0,5,7,960,960,1924,0,98107,47.6645,-122.357,1190,4000,675000,10,7,2014,0,90,2580,2810,0,1,7.560080465021827,6.866933284461882,7.081708586105575
3,2.5,2460,6600,1.5,0,0,4,8,1560,900,1929,0,98109,47.6364,-122.351,2090,3400,931000,31,12,2014,0,85,4140,1310,0,1,7.807916628926408,7.352441100243583,7.644919344958857
3,2.5,3400,12442,2.0,0,0,3,9,3400,0,2001,0,98075,47.5611,-122.032,3250,8635,815000,14,2,2015,0,14,9042,5385,0,0,8.131530710604252,8.131530710604252,8.086410275323782
5,1.0,2340,4730,2.0,0,0,3,8,1810,530,1918,0,98116,47.5895,-122.385,2100,4970,677500,22,10,2014,0,96,2390,2870,0,1,7.757906208351747,7.501082124259871,7.649692623711514
3,2.5,2920,3942,3.0,0,0,3,10,2920,0,2008,0,98056,47.531,-122.204,2920,3942,868500,8,5,2014,0,6,1022,1022,0,0,7.979338895262328,7.979338895262328,7.979338895262328
4,2.25,2450,11960,1.0,0,0,3,10,2450,0,1979,0,98074,47.6351,-122.06,2600,11960,712000,8,10,2014,0,35,9510,9360,0,0,7.803843303538772,7.803843303538772,7.8632667240095735
4,2.0,2520,6000,1.0,0,0,3,8,1400,1120,1921,2007,98103,47.6767,-122.35,1580,3720,875000,10,5,2014,86,93,3480,2140,1,1,7.832014180505469,7.24422751560335,7.365180126021013
4,2.0,2320,7400,1.5,0,0,5,7,1620,700,1913,0,98118,47.5558,-122.269,1740,4000,666570,20,7,2014,0,101,5080,2260,0,1,7.749322464660356,7.3901814282264295,7.461640392208575
3,3.5,3220,3960,2.0,0,4,3,10,2760,460,1991,0,98116,47.5909,-122.384,3080,4444,1260000,10,10,2014,0,23,740,1364,0,1,8.077136638538454,7.9229859587111955,8.03268487596762
4,2.5,2480,5000,1.0,0,3,3,8,1480,1000,1951,0,98105,47.6653,-122.272,2240,6071,906000,25,2,2015,0,64,2520,3831,0,1,7.8160138391590275,7.299797366758161,7.7142311448490855
4,2.25,3010,9800,2.0,0,0,4,9,3010,0,1973,0,98040,47.5336,-122.223,2510,9800,980000,12,11,2014,0,41,6790,7290,0,0,8.009695357742922,8.009695357742922,7.828038032125829
4,2.5,3120,14300,2.0,0,0,3,9,3120,0,2003,0,98027,47.5318,-122.055,2580,10005,730100,16,5,2014,0,11,11180,7425,0,0,8.045588280803528,8.045588280803528,7.855544677915663
4,3.25,3680,5759,2.0,0,0,3,9,2840,840,2003,0,98027,47.5367,-122.067,3620,6006,788000,12,5,2014,0,11,2079,2386,0,1,8.210668031162976,7.951559331155252,8.194229304819817
4,2.25,1830,7200,2.0,0,2,3,8,1750,80,1923,0,98112,47.6315,-122.282,3100,7200,1250000,19,3,2015,0,92,5370,4100,0,1,7.512071245835466,7.4673710669175595,8.039157390473237
4,2.5,2560,12760,1.0,0,0,4,7,1760,800,1949,0,98115,47.6947,-122.303,1760,6384,790000,12,11,2014,0,65,10200,4624,0,1,7.847762537473608,7.473069088032197,7.473069088032197
3,1.0,1710,6195,1.0,0,0,3,7,1410,300,1946,0,98105,47.6706,-122.265,1610,6195,670000,22,12,2014,0,68,4485,4585,0,1,7.444248649496705,7.251344983372214,7.383989457978509
5,3.25,2440,15815,2.0,0,0,3,8,1990,450,2014,0,98155,47.774,-122.28,2500,14201,680000,11,3,2015,0,1,13375,11701,0,1,7.799753318287247,7.595889917718538,7.824046010856292
3,1.0,1400,2250,1.5,0,0,3,7,1400,0,1909,0,98119,47.6373,-122.358,1630,3600,710000,27,3,2015,0,106,850,1970,0,0,7.24422751560335,7.24422751560335,7.396335293800808
4,2.25,1900,5000,1.0,0,0,3,7,1400,500,1963,0,98199,47.6456,-122.387,1710,4994,658500,4,5,2015,0,52,3100,3284,0,1,7.549609165154532,7.24422751560335,7.444248649496705
2,1.0,1020,8442,1.0,0,4,4,7,920,100,1941,0,98136,47.5145,-122.391,2550,10323,680000,24,4,2015,0,74,7422,7773,0,1,6.927557906278317,6.824373670043086,7.843848638152472
4,2.0,3390,16025,2.0,0,0,4,10,3390,0,1987,0,98077,47.7222,-122.056,3950,15277,835000,25,2,2015,0,28,12635,11327,0,0,8.128585200374497,8.128585200374497,8.281470857895167
4,3.0,2780,5000,1.5,0,0,5,7,1710,1070,1919,0,98116,47.5721,-122.381,1150,5000,675000,24,10,2014,0,95,2220,3850,0,1,7.930206206684683,7.444248649496705,7.047517221357296
3,2.25,2160,7500,2.0,0,0,3,10,2160,0,1982,0,98112,47.6232,-122.299,1550,3839,1010000,8,10,2014,0,32,5340,2289,0,0,7.67786350067821,7.67786350067821,7.346010209913293
3,1.5,1820,5756,1.5,0,0,3,7,1640,180,1946,0,98119,47.6479,-122.367,1760,6169,683500,24,6,2014,0,68,3936,4409,0,1,7.506591780070841,7.402451520818244,7.473069088032197
5,3.0,2640,5096,2.0,0,0,3,10,2640,0,2009,0,98115,47.6809,-122.288,1610,5217,910000,1,12,2014,0,5,2456,3607,0,0,7.878534196140362,7.878534196140362,7.383989457978509
4,2.5,2650,7945,2.0,0,0,3,9,2650,0,2006,0,98125,47.7113,-122.296,1200,7920,699000,20,5,2014,0,8,5295,6720,0,0,7.882314918980268,7.882314918980268,7.090076835776092
4,3.25,3640,13530,1.0,0,0,3,9,2570,1070,1924,2000,98039,47.6293,-122.238,2760,15000,1650000,8,4,2015,76,91,9890,12240,1,1,8.199738960630786,7.851661177889265,7.9229859587111955
4,1.0,1550,15239,1.5,1,4,3,6,1370,180,1930,0,98166,47.4502,-122.378,1790,22047,685000,27,10,2014,0,84,13689,20257,0,1,7.346010209913293,7.222566018822171,7.489970898834801
3,2.0,1780,1750,1.0,0,2,3,8,1400,380,1927,2014,98103,47.6797,-122.357,1780,3750,760000,6,12,2014,87,87,-30,1970,1,1,7.484368643286131,7.24422751560335,7.484368643286131
3,2.5,1920,1896,3.0,0,3,3,8,1920,0,2000,0,98103,47.6616,-122.356,1670,2994,781000,4,3,2015,0,15,-24,1324,0,0,7.560080465021827,7.560080465021827,7.4205789054108005
3,2.5,3630,9475,2.0,0,0,3,11,3630,0,1999,0,98074,47.6544,-122.085,3250,11605,964000,30,4,2015,0,16,5845,8355,0,0,8.196987927258897,8.196987927258897,8.086410275323782
4,2.75,2730,4268,2.0,0,1,3,9,2730,0,2009,0,98199,47.6397,-122.395,2340,5000,905000,20,1,2015,0,6,1538,2660,0,0,7.912056888179006,7.912056888179006,7.757906208351747
3,1.0,2090,4000,1.5,0,2,3,8,1890,200,1931,0,98199,47.6393,-122.392,2090,4000,717500,4,12,2014,0,83,1910,1910,0,1,7.644919344958857,7.5443321080536885,7.644919344958857
4,3.0,1980,5352,2.5,0,0,3,8,1980,0,1941,2005,98136,47.532,-122.385,1680,5352,744000,15,5,2014,64,73,3372,3672,1,0,7.590852123688581,7.590852123688581,7.426549072397305
3,3.0,2080,10521,1.5,0,0,3,9,2080,0,2004,0,98034,47.6987,-122.228,3730,11840,830000,3,6,2014,0,10,8441,8110,0,0,7.640123172695364,7.640123172695364,8.224163512637862
4,3.5,3170,4000,2.0,0,0,3,10,2340,830,1999,0,98112,47.6265,-122.298,1770,4000,1130000,23,4,2015,0,16,830,2230,0,1,8.061486866871327,7.757906208351747,7.478734825567875
4,2.5,3000,7500,2.0,0,0,3,9,3000,0,1937,1994,98105,47.6571,-122.277,2580,5000,1690000,12,6,2014,57,77,4500,2420,1,0,8.006367567650246,8.006367567650246,7.855544677915663
3,1.75,1770,3880,1.0,0,0,3,8,1300,470,1963,0,98117,47.6846,-122.392,1430,3880,667000,16,7,2014,0,51,2110,2450,0,1,7.478734825567875,7.170119543449628,7.265429723253953
5,3.25,2750,7500,2.0,0,1,3,7,2150,600,1937,1997,98033,47.6636,-122.203,2750,7500,750000,10,6,2014,60,77,4750,4750,1,1,7.919356190660617,7.673223121121708,7.919356190660617
3,2.5,2810,7700,2.0,0,0,3,9,2810,0,2001,0,98006,47.5464,-122.191,2910,8250,685000,27,5,2014,0,13,4890,5340,0,0,7.940939762327791,7.940939762327791,7.975908360165538
2,2.5,2160,5581,1.0,0,0,3,8,2160,0,2002,0,98053,47.7017,-122.023,2315,5652,715000,27,5,2014,0,12,3421,3337,0,0,7.67786350067821,7.67786350067821,7.747164966520335
4,2.0,2450,4400,1.0,0,0,3,7,1450,1000,1913,1980,98102,47.6414,-122.327,1890,1386,800000,25,3,2015,67,102,1950,-504,1,1,7.803843303538772,7.27931883541462,7.5443321080536885
3,1.75,1850,2860,1.5,0,0,5,8,1210,640,1931,0,98116,47.5853,-122.39,1660,3120,678100,18,7,2014,0,83,1010,1460,0,1,7.52294091807237,7.098375638590786,7.414572881350589
4,2.5,2910,8881,2.0,0,1,3,10,1940,970,1932,0,98199,47.6424,-122.411,2540,5250,1100000,30,10,2014,0,82,5971,2710,0,1,7.975908360165538,7.570443252057374,7.8399193600125825
3,3.75,2670,6517,2.5,0,4,4,8,2020,650,1977,0,98126,47.5702,-122.38,2010,6073,732000,2,7,2014,0,37,3847,4063,0,1,7.8898337513942955,7.61085279039525,7.605890001053122
4,2.5,3150,7277,2.0,0,0,3,9,3150,0,2006,0,98056,47.5159,-122.202,3030,8643,681716,28,5,2014,0,8,4127,5613,0,0,8.055157731819678,8.055157731819678,8.016317898503415
2,1.75,2230,6930,1.0,0,0,4,8,1530,700,1947,0,98105,47.6705,-122.277,1970,6930,766500,15,9,2014,0,67,4700,4960,0,1,7.709756864454165,7.333023014386481,7.585788821732034
4,2.5,3560,11119,1.0,0,2,3,10,2290,1270,1986,0,98004,47.6456,-122.19,3290,11385,860000,13,5,2014,0,28,7559,8095,0,1,8.177515823846075,7.736307096548285,8.098642843759418
3,2.5,2590,4961,2.0,0,0,3,9,2590,0,1944,2007,98126,47.5271,-122.381,1230,4961,690000,31,1,2015,63,71,2371,3731,1,0,7.859413154693583,7.859413154693583,7.114769448366463
3,2.5,2770,10773,2.0,0,2,3,9,2770,0,1992,0,98008,47.5754,-122.12,2530,10423,749950,20,5,2014,0,22,8003,7893,0,0,7.926602599181384,7.926602599181384,7.835974581721566
4,2.5,1870,16200,1.0,0,0,5,8,1250,620,1974,0,98033,47.6651,-122.174,2000,11250,664000,23,10,2014,0,40,14330,9250,0,1,7.533693709848633,7.1308988302963465,7.600902459542082
2,1.0,1510,4080,1.0,0,0,3,7,1010,500,1923,0,98103,47.6742,-122.329,1660,4080,698000,4,5,2015,0,92,2570,2420,0,1,7.31986492980897,6.917705609835305,7.414572881350589
4,2.75,2820,5000,1.5,0,0,3,8,2170,650,1927,0,98199,47.6376,-122.394,1740,5000,810000,22,1,2015,0,88,2180,3260,0,1,7.944492163932159,7.682482446534506,7.461640392208575
4,2.25,2730,5000,1.0,0,0,5,7,1460,1270,1955,0,98116,47.5843,-122.393,2010,5000,770000,20,11,2014,0,59,2270,2990,0,1,7.912056888179006,7.286191714702382,7.605890001053122
4,2.5,2660,5043,2.0,0,2,3,9,2660,0,2003,0,98029,47.5445,-121.996,3010,5500,765000,3,10,2014,0,11,2383,2490,0,0,7.886081401775745,7.886081401775745,8.009695357742922
3,2.5,2070,4463,1.5,0,0,5,8,1780,290,1931,0,98115,47.6853,-122.305,2070,5000,781000,22,1,2015,0,84,2393,2930,0,1,7.635303886259415,7.484368643286131,7.635303886259415
4,2.5,2240,8664,1.0,0,0,5,8,1470,770,1975,0,98033,47.6621,-122.189,2210,8860,790000,19,8,2014,0,39,6424,6650,0,1,7.7142311448490855,7.293017679772782,7.700747794511798
4,2.75,2540,4400,1.5,0,0,5,7,1630,910,1925,0,98103,47.6832,-122.343,1560,3920,696500,21,10,2014,0,89,1860,2360,0,1,7.8399193600125825,7.396335293800808,7.352441100243583
4,2.5,3160,6961,2.0,0,0,3,8,3160,0,2005,0,98074,47.6125,-122.01,3110,5058,697000,9,9,2014,0,9,3801,1948,0,0,8.058327306580958,8.058327306580958,8.04237800517328
4,2.5,3000,5548,2.0,0,0,3,9,3000,0,2006,0,98059,47.5399,-122.188,2870,5000,675000,13,5,2014,0,8,2548,2130,0,0,8.006367567650246,8.006367567650246,7.962067308753666
5,2.5,2810,6000,2.5,0,0,3,9,2810,0,1907,0,98109,47.6367,-122.35,2240,4800,1170000,29,10,2014,0,107,3190,2560,0,0,7.940939762327791,7.940939762327791,7.7142311448490855
3,2.0,2390,6888,2.0,0,1,5,8,2390,0,1939,0,98115,47.6839,-122.274,2390,7920,1100000,20,5,2014,0,75,4498,5530,0,0,7.779048644925556,7.779048644925556,7.779048644925556
3,1.0,1580,4000,2.0,0,0,3,8,1580,0,1905,0,98102,47.6363,-122.32,2190,4000,690000,28,7,2014,0,109,2420,1810,0,0,7.365180126021013,7.365180126021013,7.691656822810547
3,2.0,2090,5015,1.5,0,0,5,7,2090,0,1920,0,98112,47.6378,-122.301,1930,4250,785000,15,8,2014,0,94,2925,2320,0,0,7.644919344958857,7.644919344958857,7.5652752818989315
3,2.25,2120,9297,2.0,0,0,4,8,2120,0,1981,0,98006,47.5561,-122.154,2620,10352,720000,19,8,2014,0,33,7177,7732,0,0,7.659171367666058,7.659171367666058,7.8709295967551425
4,1.75,1880,3720,1.5,0,0,4,7,1880,0,1924,0,98109,47.6431,-122.356,2090,4095,860000,2,7,2014,0,90,1840,2005,0,0,7.539027055823995,7.539027055823995,7.644919344958857
4,2.5,3070,8086,2.0,0,0,3,10,3070,0,2005,0,98059,47.5399,-122.16,3320,10738,804100,25,6,2014,0,9,5016,7418,0,0,8.029432840581244,8.029432840581244,8.107720061910534
4,3.5,3510,11200,2.0,0,0,3,11,3510,0,2001,0,98059,47.5193,-122.15,3600,12124,935000,27,8,2014,0,13,7690,8524,0,0,8.163371316459912,8.163371316459912,8.1886891244442
4,3.5,3860,18334,2.0,0,0,3,10,3120,740,1996,0,98077,47.7095,-122.075,3550,18334,840000,17,6,2014,0,18,14474,14784,0,1,8.258422462458876,8.045588280803528,8.174702882469461
4,3.25,3020,4000,1.5,0,0,5,8,1920,1100,1927,0,98112,47.6395,-122.279,2400,4000,1270000,23,12,2014,0,87,980,1600,0,1,8.013012110368916,7.560080465021827,7.783224016336037
3,1.0,1470,6122,1.0,0,0,3,8,1200,270,1948,0,98199,47.6517,-122.406,2200,6122,652000,29,1,2015,0,67,4652,3922,0,1,7.293017679772782,7.090076835776092,7.696212639346407
3,2.75,2890,12130,2.0,0,3,4,10,2830,60,1987,0,98033,47.6505,-122.203,2415,11538,1170000,22,5,2014,0,27,9240,9123,0,1,7.969011781106478,7.948031990637284,7.789454566086673
4,3.25,3490,7024,2.0,0,0,3,10,3490,0,2006,0,98075,47.5834,-121.972,3450,6866,745000,10,6,2014,0,8,3534,3416,0,0,8.157657015196472,8.157657015196472,8.146129510025405
4,2.5,2450,4080,1.5,0,0,4,8,1490,960,1930,0,98115,47.6899,-122.319,2000,4080,793000,2,4,2015,0,85,1630,2080,0,1,7.803843303538772,7.306531398939505,7.600902459542082
4,2.5,3490,7494,2.0,0,3,3,11,3490,0,2000,0,98006,47.559,-122.127,3260,8437,975000,13,5,2014,0,14,4004,5177,0,0,8.157657015196472,8.157657015196472,8.089482474360754
4,2.5,3130,7582,2.0,0,0,3,8,3130,0,2004,0,98075,47.577,-122.055,2990,6441,665000,15,10,2014,0,10,4452,3451,0,0,8.048788283534199,8.048788283534199,8.003028666384733
4,2.25,3260,4640,2.0,0,0,5,9,2360,900,1907,0,98112,47.6272,-122.312,3240,5800,1330000,24,3,2015,0,108,1380,2560,0,1,8.089482474360754,7.7664168980196555,8.083328608786376
4,3.25,3910,7500,2.0,0,0,3,10,3910,0,2006,0,98033,47.6527,-122.198,2600,9235,1650000,9,1,2015,0,9,3590,6635,0,0,8.271292652979412,8.271292652979412,7.8632667240095735
