bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price,day_bought,month_bought,yr_diff_renovated,yr_diff_bought,sqrt_diff,sqrt_diff_15,sqft_living_log,sqft_above_log,sqft_living15_log,0,1,2014,2015,0,1,0,1,0,1
4,2.25,2590,12600,2.0,0,3,9,2590,0,1979,0,98006,47.5566,-122.162,2620,11050,760000,20,1,0,36,10010,8430,7.859413154693583,7.859413154693583,7.8709295967551425,1,0,0,1,1,0,1,0,1,0
4,2.5,3030,8507,2.0,0,3,9,3030,0,2003,0,98033,47.6675,-122.176,2570,8830,902000,16,6,0,11,5477,6260,8.016317898503415,8.016317898503415,7.851661177889265,1,0,1,0,1,0,1,0,1,0
3,1.75,1240,4550,1.5,0,4,7,1240,0,1951,0,98116,47.5803,-122.398,2110,5700,505000,11,4,0,64,3310,3590,7.122866658599083,7.122866658599083,7.654443226470112,1,0,0,1,1,0,1,0,0,1
3,1.0,1040,8925,1.0,0,4,6,1040,0,1961,0,98023,47.3265,-122.335,1040,8925,200000,25,2,0,54,7885,7885,6.946975992135418,6.946975992135418,6.946975992135418,1,0,0,1,1,0,1,0,1,0
5,2.25,2320,6375,1.0,0,4,7,1270,1050,1967,0,98001,47.3351,-122.282,1760,7600,260000,4,2,0,48,4055,5840,7.749322464660356,7.146772179452637,7.473069088032197,1,0,0,1,1,0,0,1,1,0
2,1.0,1190,5100,1.5,0,2,7,1190,0,1928,0,98117,47.6773,-122.382,1920,5100,417000,25,9,0,86,3910,3180,7.081708586105575,7.081708586105575,7.560080465021827,1,0,1,0,1,0,1,0,0,1
3,2.25,2030,8690,1.0,0,4,8,1360,670,1986,0,98023,47.3185,-122.391,1720,8800,287500,2,2,0,29,6660,7080,7.615791072035833,7.215239978730097,7.450079569807499,1,0,0,1,1,0,0,1,1,0
3,1.5,1390,10530,1.0,0,3,7,1390,0,1961,0,98033,47.7025,-122.196,1750,10530,450000,7,4,0,54,9140,8780,7.237059026124737,7.237059026124737,7.467371066917559,1,0,0,1,1,0,1,0,1,0
2,1.75,2050,4000,1.5,2,3,8,2050,0,1979,0,98119,47.6415,-122.373,1940,4000,825000,30,1,0,36,1950,2060,7.625595072132453,7.625595072132453,7.570443252057374,1,0,0,1,1,0,1,0,0,1
4,3.0,3050,6179,2.0,0,4,9,2330,720,1926,0,98112,47.6253,-122.284,3020,6505,1480000,27,8,0,88,3129,3485,8.022896869601457,7.753623546559746,8.013012110368916,1,0,1,0,1,0,0,1,0,1
2,1.0,1240,5500,1.5,0,3,6,1240,0,1921,0,98118,47.5257,-122.263,1520,5500,319950,25,2,0,94,4260,3980,7.122866658599083,7.122866658599083,7.326465613840322,1,0,0,1,1,0,1,0,0,1
3,1.75,1930,6000,1.0,0,3,8,1130,800,1956,0,98119,47.6516,-122.375,1870,6000,560000,6,5,0,59,4070,4130,7.5652752818989315,7.029972911706386,7.533693709848633,1,0,0,1,1,0,0,1,0,1
3,1.75,1490,10344,1.0,0,3,7,1490,0,1985,0,98155,47.7517,-122.326,1450,8632,350000,30,12,0,29,8854,7182,7.306531398939505,7.306531398939505,7.27931883541462,1,0,1,0,1,0,1,0,0,1
3,2.0,1510,10215,1.0,0,4,7,1510,0,1995,0,98022,47.2078,-122.003,1370,8902,270000,28,10,0,19,8705,7532,7.31986492980897,7.31986492980897,7.222566018822171,1,0,1,0,1,0,1,0,1,0
4,2.5,2330,4606,2.0,0,3,8,2330,0,2004,0,98031,47.3934,-122.184,2330,5783,308000,14,7,0,10,2276,3453,7.753623546559746,7.753623546559746,7.753623546559746,1,0,1,0,1,0,1,0,1,0
4,2.0,2240,7725,1.0,0,5,7,1120,1120,1956,0,98106,47.5331,-122.365,1340,6300,450000,29,5,0,58,5485,4960,7.714231144849085,7.02108396428914,7.200424892944957,1,0,1,0,1,0,0,1,0,1
4,1.5,1680,11123,1.0,0,3,7,1130,550,1959,0,98177,47.7565,-122.361,1770,10103,380000,10,6,0,55,9443,8333,7.426549072397305,7.029972911706386,7.478734825567875,1,0,1,0,1,0,0,1,0,1
1,1.0,670,7957,1.0,0,4,6,670,0,1978,0,98038,47.3594,-122.056,1600,7957,118000,21,10,0,36,7287,6357,6.507277712385012,6.507277712385012,7.377758908227872,1,0,1,0,1,0,1,0,1,0
4,1.75,1730,7210,1.0,0,4,7,1010,720,1968,0,98003,47.354,-122.315,1620,7210,280400,23,4,0,47,5480,5590,7.455876687491824,6.917705609835305,7.390181428226429,1,0,0,1,1,0,0,1,1,0
3,1.75,1330,7500,1.0,0,3,8,1330,0,1961,0,98004,47.6074,-122.195,1690,7800,787000,5,5,0,53,6170,6110,7.1929342212158,7.1929342212158,7.432483807917119,1,0,1,0,1,0,1,0,1,0
4,2.5,1990,2660,2.0,0,3,8,1990,0,2012,0,98034,47.732,-122.178,1990,2665,537000,30,3,0,3,670,675,7.595889917718538,7.595889917718538,7.595889917718538,1,0,0,1,1,0,1,0,1,0
2,1.5,1900,4450,1.0,0,5,7,1500,400,1916,0,98144,47.5834,-122.293,2130,5000,650000,3,11,0,98,2550,2870,7.549609165154532,7.313220387090301,7.6638772587034705,1,0,1,0,1,0,0,1,0,1
4,1.0,1310,8640,1.0,0,3,6,910,400,1948,0,98146,47.5104,-122.342,1310,8640,154200,6,1,0,67,7330,7330,7.177782416195197,6.813444599510896,7.177782416195197,1,0,0,1,1,0,0,1,0,1
4,2.5,1690,7260,1.0,0,3,7,1080,610,1979,0,98023,47.3001,-122.368,1690,7700,238000,15,1,0,36,5570,6010,7.432483807917119,6.984716320118266,7.432483807917119,1,0,0,1,1,0,0,1,1,0
3,1.0,1040,8199,1.0,0,3,7,1040,0,1953,0,98155,47.7348,-122.302,1420,8200,285650,4,8,0,61,7159,6780,6.946975992135418,6.946975992135418,7.258412150595307,1,0,1,0,1,0,1,0,0,1
2,1.5,1340,1286,2.0,0,3,8,1190,150,2006,0,98122,47.617,-122.309,1460,1245,485500,7,8,0,8,-54,-215,7.200424892944957,7.081708586105575,7.286191714702382,1,0,1,0,1,0,0,1,0,1
2,1.0,1120,7350,1.0,0,3,7,1120,0,1942,0,98155,47.7648,-122.31,1320,7545,315000,26,1,0,73,6230,6225,7.02108396428914,7.02108396428914,7.1853870155804165,1,0,0,1,1,0,1,0,0,1
5,6.75,9640,13068,1.0,4,3,12,4820,4820,1983,2009,98040,47.557,-122.21,3270,10454,4670000,17,6,26,31,3428,7184,9.17367638760459,8.480529207044645,8.0925452638913,0,1,1,0,0,1,0,1,1,0
3,2.0,2310,10525,2.0,0,5,7,2310,0,1965,0,98033,47.6727,-122.174,1430,10523,627000,17,11,0,49,8215,9093,7.745002803515839,7.745002803515839,7.265429723253953,1,0,1,0,1,0,1,0,1,0
3,3.25,1220,1281,2.0,0,3,8,930,290,2014,0,98105,47.67,-122.317,1303,3810,526000,19,9,0,0,61,2507,7.106606137727303,6.835184586147301,7.172424577124845,1,0,1,0,1,0,0,1,0,1
3,1.5,1200,3060,1.0,0,4,7,1060,140,1910,0,98115,47.679,-122.315,1410,3060,480000,27,3,0,105,1860,1650,7.090076835776092,6.966024187106113,7.251344983372214,1,0,0,1,1,0,0,1,0,1
4,2.5,2460,9973,1.0,0,4,8,1560,900,1965,0,98177,47.7133,-122.361,1830,7200,640000,11,8,0,49,7513,5370,7.807916628926408,7.352441100243583,7.512071245835466,1,0,1,0,1,0,0,1,0,1
3,2.5,1630,7950,1.0,0,3,8,1320,310,1985,0,98042,47.4224,-122.159,1650,7952,279000,27,6,0,29,6320,6302,7.396335293800808,7.1853870155804165,7.408530566894626,1,0,1,0,1,0,0,1,1,0
2,2.0,970,9750,1.0,0,5,6,970,0,1940,0,98146,47.5073,-122.372,1850,9000,303000,10,7,0,74,8780,7150,6.877296071497429,6.877296071497429,7.52294091807237,1,0,1,0,1,0,1,0,0,1
4,2.0,1780,5336,1.5,0,5,6,930,850,1918,0,98178,47.5094,-122.263,1910,10304,315000,25,6,0,96,3556,8394,7.484368643286131,6.835184586147301,7.554858521040676,1,0,1,0,1,0,0,1,0,1
4,1.75,1760,7268,1.0,0,4,7,1080,680,1979,0,98058,47.4267,-122.148,1830,8786,336500,25,3,0,36,5508,6956,7.473069088032197,6.984716320118266,7.512071245835466,1,0,0,1,1,0,0,1,1,0
2,1.0,770,8150,1.0,0,3,6,770,0,1951,0,98118,47.5324,-122.275,1140,8550,163250,13,11,0,63,7380,7410,6.646390514847729,6.646390514847729,7.038783541388542,1,0,1,0,1,0,1,0,0,1
3,1.0,1760,6927,1.0,0,3,7,1050,710,1962,0,98011,47.7623,-122.2,2060,9120,444950,18,2,0,53,5167,7060,7.473069088032197,6.956545443151569,7.630461261783627,1,0,0,1,1,0,0,1,1,0
2,1.0,990,2446,2.0,0,3,7,990,0,1998,0,98144,47.5919,-122.297,1260,2805,285000,1,8,0,16,1456,1545,6.897704943128636,6.897704943128636,7.138866999945524,1,0,1,0,1,0,1,0,0,1
2,1.0,1250,4960,1.0,0,3,7,940,310,1938,0,98115,47.6893,-122.325,2030,7440,370000,17,3,0,77,3710,5410,7.1308988302963465,6.84587987526405,7.615791072035833,1,0,0,1,1,0,0,1,0,1
3,2.25,1440,5150,2.0,0,3,7,1440,0,1997,0,98106,47.5456,-122.356,1530,5238,330000,15,12,0,17,3710,3708,7.272398392570047,7.272398392570047,7.333023014386481,1,0,1,0,1,0,1,0,0,1
2,2.0,1960,4018,1.0,0,5,7,980,980,1950,0,98108,47.5629,-122.32,1240,4641,395000,20,8,0,64,2058,3401,7.580699752224563,6.887552571664617,7.122866658599083,1,0,1,0,1,0,0,1,0,1
6,3.0,2510,5310,1.0,0,4,7,1460,1050,1944,0,98108,47.5533,-122.304,1390,5407,440000,16,4,0,71,2800,4017,7.828038032125829,7.286191714702382,7.237059026124737,1,0,0,1,1,0,0,1,0,1
4,2.75,2920,6605,2.0,0,3,8,2920,0,2012,0,98059,47.4909,-122.144,3030,6605,625000,3,5,0,2,3685,3575,7.979338895262328,7.979338895262328,8.016317898503415,1,0,1,0,1,0,1,0,1,0
3,2.5,1570,2577,2.0,0,3,7,1570,0,2005,0,98019,47.7456,-121.984,1970,2952,299950,18,11,0,9,1007,982,7.358830898342354,7.358830898342354,7.585788821732034,1,0,1,0,1,0,1,0,1,0
2,1.75,970,4233,1.0,0,4,7,970,0,1944,0,98199,47.6384,-122.4,1340,4233,560000,29,9,0,70,3263,2893,6.877296071497429,6.877296071497429,7.200424892944957,1,0,1,0,1,0,1,0,0,1
4,3.0,2800,9764,2.0,0,3,8,2800,0,2002,0,98038,47.3543,-122.012,3610,8194,380000,20,5,0,12,6964,4584,7.937374696163295,7.937374696163295,8.191463051326927,1,0,1,0,1,0,1,0,1,0
4,2.0,1580,7800,2.0,0,2,6,1580,0,1906,0,98144,47.5848,-122.302,1190,4440,333000,19,5,0,108,6220,3250,7.365180126021013,7.365180126021013,7.081708586105575,1,0,1,0,1,0,1,0,0,1
2,1.0,1220,3000,1.0,0,3,7,920,300,1926,0,98117,47.6823,-122.365,1270,3000,499000,10,6,0,88,1780,1730,7.106606137727303,6.824373670043086,7.146772179452637,1,0,1,0,1,0,0,1,0,1
3,1.5,1550,8000,1.0,0,3,6,1330,220,1980,0,98118,47.5536,-122.286,1150,5150,386000,24,2,0,35,6450,4000,7.346010209913293,7.1929342212158,7.047517221357296,1,0,0,1,1,0,0,1,0,1
3,2.0,1220,7620,1.0,0,3,6,720,500,1947,2014,98166,47.4564,-122.352,1640,7620,320600,22,9,67,67,6400,5980,7.106606137727303,6.579251212010101,7.402451520818244,1,0,1,0,0,1,0,1,0,1
7,4.0,3150,7800,2.0,0,3,8,3150,0,2013,0,98118,47.5259,-122.279,1880,6000,450000,9,9,0,1,4650,4120,8.055157731819678,8.055157731819678,7.539027055823995,1,0,1,0,1,0,1,0,0,1
2,1.0,800,7150,1.0,0,3,5,800,0,1933,0,98030,47.3788,-122.224,1220,8019,175000,18,12,0,81,6350,6799,6.684611727667927,6.684611727667927,7.106606137727303,1,0,1,0,1,0,1,0,1,0
5,2.75,3190,5857,2.0,0,3,9,3190,0,2004,0,98058,47.4575,-122.119,3100,5857,544800,21,4,0,11,2667,2757,8.06777619577889,8.06777619577889,8.039157390473237,1,0,0,1,1,0,1,0,1,0
3,1.75,1720,7587,1.0,0,4,7,1140,580,1981,0,98092,47.3175,-122.182,1120,7287,220000,21,1,0,34,5867,6167,7.450079569807499,7.038783541388542,7.02108396428914,1,0,0,1,1,0,0,1,1,0
2,2.25,1100,1695,2.0,0,3,9,1100,0,2009,0,98118,47.5663,-122.289,1100,3082,374000,5,9,0,5,595,1982,7.003065458786462,7.003065458786462,7.003065458786462,1,0,1,0,1,0,1,0,0,1
3,2.0,1010,7896,1.0,0,3,7,1010,0,1984,0,98031,47.4046,-122.181,1540,7896,200000,27,2,0,31,6886,6356,6.917705609835305,6.917705609835305,7.339537695407674,1,0,0,1,1,0,1,0,1,0
3,2.0,1010,7896,1.0,0,3,7,1010,0,1984,0,98031,47.4046,-122.181,1540,7896,259950,6,5,0,31,6886,6356,6.917705609835305,6.917705609835305,7.339537695407674,1,0,0,1,1,0,1,0,1,0
4,2.75,1760,9222,1.0,0,3,7,1140,620,1971,0,98023,47.3099,-122.362,1800,9222,255000,22,7,0,43,7462,7422,7.473069088032197,7.038783541388542,7.495541943884256,1,0,1,0,1,0,0,1,1,0
3,1.75,1400,6750,1.0,0,3,7,1040,360,1975,0,98034,47.717,-122.226,1860,7480,447000,23,3,0,40,5350,5620,7.24422751560335,6.946975992135418,7.528331766707247,1,0,0,1,1,0,0,1,1,0
3,2.5,1820,8722,1.5,0,3,7,1820,0,1926,2008,98022,47.2137,-121.989,1480,12285,287000,19,3,82,89,6902,10805,7.506591780070841,7.506591780070841,7.299797366758161,1,0,0,1,0,1,1,0,1,0
3,2.0,1470,6950,1.0,0,5,6,1470,0,1932,0,98133,47.7619,-122.343,1660,5065,344950,30,9,0,82,5480,3405,7.293017679772782,7.293017679772782,7.414572881350589,1,0,1,0,1,0,1,0,0,1
2,1.0,770,7000,1.0,0,3,6,770,0,1921,0,98024,47.5654,-121.89,1100,8777,212000,10,10,0,93,6230,7677,6.646390514847729,6.646390514847729,7.003065458786462,1,0,1,0,1,0,1,0,1,0
5,2.75,1340,11583,1.0,0,3,7,1190,150,1962,0,98034,47.709,-122.214,1950,10514,425000,23,7,0,52,10243,8564,7.200424892944957,7.081708586105575,7.575584651557793,1,0,1,0,1,0,0,1,1,0
1,1.0,480,4560,1.0,0,3,5,480,0,1922,0,98065,47.5253,-121.826,890,4803,170000,4,9,0,92,4080,3913,6.173786103901937,6.173786103901937,6.7912214627261855,1,0,1,0,1,0,1,0,1,0
3,1.0,1260,4080,1.5,0,4,7,1260,0,1928,0,98103,47.6893,-122.354,1130,3876,565000,12,2,0,87,2820,2746,7.138866999945524,7.138866999945524,7.029972911706386,1,0,0,1,1,0,1,0,0,1
2,1.0,870,11100,1.0,0,3,6,870,0,1940,0,98146,47.5038,-122.364,1370,10404,234000,23,6,0,74,10230,9034,6.76849321164863,6.76849321164863,7.222566018822171,1,0,1,0,1,0,1,0,0,1
3,2.5,4010,12105,1.0,3,5,11,2600,1410,1983,0,98006,47.554,-122.151,4010,15081,1510000,9,10,0,31,8095,11071,8.296546520300614,7.863266724009573,8.296546520300614,1,0,1,0,1,0,0,1,1,0
3,2.5,2340,8414,1.0,0,3,7,1280,1060,1993,0,98188,47.4685,-122.265,2340,7268,345000,26,1,0,22,6074,4928,7.757906208351747,7.154615356913663,7.757906208351747,1,0,0,1,1,0,0,1,0,1
3,2.75,1770,3172,2.0,0,3,8,1770,0,2009,0,98065,47.5164,-121.878,1760,2891,415000,27,4,0,6,1402,1131,7.478734825567875,7.478734825567875,7.473069088032197,1,0,0,1,1,0,1,0,1,0
5,1.75,2660,10637,1.5,0,5,7,1670,990,1922,0,98115,47.6945,-122.292,1570,6825,760000,10,10,0,92,7977,5255,7.886081401775745,7.4205789054108,7.358830898342354,1,0,1,0,1,0,0,1,0,1
2,1.75,1230,1107,2.0,0,3,8,1230,0,2006,0,98029,47.5475,-121.999,1380,1107,360000,26,9,0,8,-123,-273,7.114769448366463,7.114769448366463,7.22983877815125,1,0,1,0,1,0,1,0,1,0
3,2.0,1900,6660,1.0,0,5,7,950,950,1966,0,98038,47.3594,-122.054,1690,8111,250000,16,5,0,48,4760,6421,7.549609165154532,6.856461984594587,7.432483807917119,1,0,1,0,1,0,0,1,1,0
2,2.0,1750,2731,2.0,0,3,8,1750,0,2012,0,98065,47.5169,-121.878,1650,2731,394000,21,4,0,3,981,1081,7.467371066917559,7.467371066917559,7.408530566894626,1,0,0,1,1,0,1,0,1,0
4,3.5,3380,11270,2.0,1,3,9,2160,1220,2007,0,98074,47.6124,-122.06,2910,11214,865000,22,1,0,8,7890,8304,8.125630988477065,7.67786350067821,7.975908360165538,1,0,0,1,1,0,0,1,1,0
2,2.0,2090,6000,2.0,1,3,7,2090,0,1918,1985,98116,47.5732,-122.413,1600,5400,477500,12,9,67,96,3910,3800,7.644919344958857,7.644919344958857,7.377758908227872,1,0,1,0,0,1,1,0,0,1
4,2.75,4120,12500,1.0,4,4,8,2060,2060,1947,0,98116,47.5914,-122.385,3680,5000,1250000,17,12,0,67,8380,1320,8.323608442343572,7.630461261783627,8.210668031162976,1,0,1,0,1,0,0,1,0,1
3,1.75,1260,7500,1.0,0,3,6,840,420,1947,0,98155,47.772,-122.323,1340,7500,270000,27,8,0,67,6240,6160,7.138866999945524,6.733401891837359,7.200424892944957,1,0,1,0,1,0,0,1,0,1
3,2.25,1800,6875,1.0,0,4,8,1230,570,1974,0,98052,47.6773,-122.11,1800,8749,567000,28,4,0,41,5075,6949,7.495541943884256,7.114769448366463,7.495541943884256,1,0,0,1,1,0,0,1,1,0
3,2.5,1960,7200,1.0,0,4,8,980,980,1940,0,98118,47.5655,-122.27,1440,7200,635000,2,6,0,74,5240,5760,7.580699752224563,6.887552571664617,7.272398392570047,1,0,1,0,1,0,0,1,0,1
6,2.75,4460,6952,2.5,2,4,10,3460,1000,1930,0,98105,47.6626,-122.269,2750,4769,1870000,11,9,0,84,2492,2019,8.40290404501411,8.14902386805177,7.919356190660617,1,0,1,0,1,0,0,1,0,1
3,1.75,1330,9200,1.0,0,4,7,1330,0,1973,0,98092,47.2916,-122.185,1590,9200,183000,10,6,0,41,7870,7610,7.1929342212158,7.1929342212158,7.371489295214277,1,0,1,0,1,0,1,0,1,0
4,2.75,3360,9100,1.0,0,4,8,1760,1600,1973,0,98006,47.5641,-122.149,2620,8925,945800,25,3,0,42,5740,6305,8.11969625295725,7.473069088032197,7.8709295967551425,1,0,0,1,1,0,0,1,1,0
3,1.0,1460,10200,1.0,0,4,7,1460,0,1957,0,98055,47.4238,-122.197,1460,8500,220000,14,8,0,57,8740,7040,7.286191714702382,7.286191714702382,7.286191714702382,1,0,1,0,1,0,1,0,1,0
3,2.25,1790,9927,1.0,2,4,7,1240,550,1969,0,98075,47.5822,-122.077,2610,10700,650000,22,4,0,46,8137,8090,7.489970898834801,7.122866658599083,7.867105500316739,1,0,0,1,1,0,0,1,1,0
4,3.5,3100,7600,2.0,0,3,10,3100,0,2005,0,98031,47.3892,-122.215,3350,7638,511000,3,2,0,10,4500,4288,8.039157390473237,8.039157390473237,8.116715624819111,1,0,0,1,1,0,1,0,1,0
2,1.75,1530,5000,2.0,0,4,7,1260,270,1989,0,98107,47.6755,-122.37,1470,5000,576250,3,4,0,26,3470,3530,7.333023014386481,7.138866999945524,7.293017679772782,1,0,0,1,1,0,0,1,0,1
2,3.25,2070,3128,2.0,3,3,9,1760,310,1988,0,98075,47.5686,-122.06,2740,3568,1450000,19,3,0,27,1058,828,7.635303886259415,7.473069088032197,7.9157131993821155,0,1,0,1,1,0,0,1,1,0
3,2.0,1340,4320,1.0,0,3,5,920,420,1912,1993,98002,47.299,-122.228,980,6480,186000,19,6,81,102,2980,5500,7.200424892944957,6.824373670043086,6.887552571664617,1,0,1,0,0,1,0,1,1,0
1,1.0,1220,4160,1.0,0,3,7,1220,0,1922,0,98115,47.6746,-122.315,1970,4200,655100,5,5,0,93,2940,2230,7.106606137727303,7.106606137727303,7.585788821732034,1,0,0,1,1,0,1,0,0,1
4,2.5,2370,6500,2.0,0,3,9,2370,0,1998,0,98092,47.3328,-122.173,2590,6137,328000,5,5,0,16,4130,3547,7.770645234129176,7.770645234129176,7.859413154693583,1,0,1,0,1,0,1,0,1,0
3,2.5,1890,11036,1.0,0,3,8,1460,430,1973,0,98133,47.7426,-122.354,2040,7524,441000,10,3,0,42,9146,5484,7.544332108053688,7.286191714702382,7.620705086838262,1,0,0,1,1,0,0,1,0,1
3,1.75,1480,7725,1.5,0,4,7,1480,0,1981,0,98059,47.483,-122.163,1720,8379,370000,14,4,0,34,6245,6659,7.299797366758161,7.299797366758161,7.450079569807499,1,0,0,1,1,0,1,0,1,0
2,1.0,1050,8382,1.0,0,3,7,1050,0,1959,0,98040,47.5627,-122.221,2400,9525,630000,13,4,0,56,7332,7125,6.956545443151569,6.956545443151569,7.783224016336037,1,0,0,1,1,0,1,0,1,0
4,2.25,2070,14000,1.0,0,3,7,1720,350,1958,0,98028,47.7484,-122.237,1690,14444,470500,14,4,0,57,11930,12754,7.635303886259415,7.450079569807499,7.432483807917119,1,0,0,1,1,0,0,1,1,0
2,1.0,1170,6000,1.0,0,3,6,1170,0,1948,0,98168,47.5033,-122.331,1130,7500,285950,13,4,0,67,4830,6370,7.064759027791802,7.064759027791802,7.029972911706386,1,0,0,1,1,0,1,0,0,1
3,1.5,1090,7200,1.0,0,4,7,1090,0,1958,0,98040,47.5817,-122.241,2010,8982,698000,24,3,0,57,6110,6972,6.993932975223189,6.993932975223189,7.605890001053122,1,0,0,1,1,0,1,0,1,0
3,2.5,1650,6684,2.0,0,3,7,1650,0,1991,0,98031,47.4051,-122.184,1850,7048,268000,26,6,0,23,5034,5198,7.408530566894626,7.408530566894626,7.52294091807237,1,0,1,0,1,0,1,0,1,0
4,3.75,4410,8112,3.0,4,3,11,3570,840,2003,0,98116,47.5888,-122.392,2770,5750,1630000,12,2,0,12,3702,2980,8.391629968440892,8.180320874773685,7.926602599181384,1,0,0,1,1,0,0,1,0,1
4,2.5,1780,15000,2.0,0,2,7,1780,0,1993,0,98058,47.4239,-122.153,2005,9680,355000,30,3,0,22,13220,7675,7.484368643286131,7.484368643286131,7.60339933974067,1,0,0,1,1,0,1,0,1,0
3,1.0,1550,8778,1.0,0,3,7,1250,300,1952,0,98118,47.5413,-122.281,2120,7268,299000,17,9,0,62,7228,5148,7.346010209913293,7.1308988302963465,7.659171367666058,1,0,1,0,1,0,0,1,0,1
4,2.75,2290,6120,2.0,0,4,7,2170,120,1926,0,98115,47.6746,-122.327,1910,4590,1000000,21,5,0,88,3830,2680,7.736307096548285,7.682482446534506,7.554858521040676,1,0,1,0,1,0,0,1,0,1
4,2.0,2220,8229,1.5,0,4,7,2220,0,1958,0,98030,47.3722,-122.22,1660,8396,275000,20,4,0,57,6009,6736,7.705262474866325,7.705262474866325,7.414572881350589,1,0,0,1,1,0,1,0,1,0
3,1.75,1150,10240,1.0,0,3,6,1030,120,1918,0,98106,47.5222,-122.357,1270,2566,475000,3,5,0,97,9090,1296,7.047517221357296,6.937314081223682,7.146772179452637,1,0,0,1,1,0,0,1,0,1
2,1.75,1270,7560,1.5,0,4,7,1270,0,1932,0,98133,47.7083,-122.357,1480,7560,416000,18,7,0,82,6290,6080,7.146772179452637,7.146772179452637,7.299797366758161,1,0,1,0,1,0,1,0,0,1
5,1.0,1810,11205,1.5,2,3,7,1810,0,1915,0,98178,47.5099,-122.262,1860,7965,495000,19,11,0,99,9395,6105,7.501082124259871,7.501082124259871,7.528331766707247,1,0,1,0,1,0,1,0,0,1
3,1.0,1450,8100,1.0,0,3,6,1450,0,1952,0,98125,47.7027,-122.289,1450,7800,357500,14,1,0,63,6650,6350,7.27931883541462,7.27931883541462,7.27931883541462,1,0,0,1,1,0,1,0,0,1
2,1.5,1170,1079,3.0,0,3,7,1170,0,2003,0,98103,47.6607,-122.333,1170,1116,459500,25,8,0,11,-91,-54,7.064759027791802,7.064759027791802,7.064759027791802,1,0,1,0,1,0,1,0,0,1
3,2.5,1730,6930,2.0,0,3,8,1730,0,1994,0,98003,47.2621,-122.308,1780,6930,258000,3,9,0,20,5200,5150,7.455876687491824,7.455876687491824,7.484368643286131,1,0,1,0,1,0,1,0,1,0
3,1.5,1020,10152,1.0,0,5,6,1020,0,1959,0,98056,47.4971,-122.168,1320,8892,165000,3,10,0,55,9132,7572,6.927557906278317,6.927557906278317,7.1853870155804165,1,0,1,0,1,0,1,0,1,0
5,2.5,1970,8605,2.0,0,4,7,1970,0,1994,0,98022,47.1944,-122.013,1970,8460,297000,18,5,0,20,6635,6490,7.585788821732034,7.585788821732034,7.585788821732034,1,0,1,0,1,0,1,0,1,0
2,1.0,830,5100,1.0,0,4,7,830,0,1942,0,98126,47.5259,-122.379,1220,5100,350000,23,10,0,72,4270,3880,6.721425700790643,6.721425700790643,7.106606137727303,1,0,1,0,1,0,1,0,0,1
4,4.5,5030,11023,2.0,2,3,11,3250,1780,2008,0,98040,47.5722,-122.236,3640,11490,2450000,13,5,0,6,5993,7850,8.523175263093785,8.086410275323782,8.199738960630786,1,0,1,0,1,0,0,1,1,0
2,1.0,800,9450,1.0,0,3,6,800,0,1958,0,98058,47.4563,-122.184,1090,9450,180000,13,5,0,57,8650,8360,6.684611727667927,6.684611727667927,6.993932975223189,1,0,0,1,1,0,1,0,1,0
3,1.75,1330,12092,1.0,0,4,6,720,610,1981,0,98168,47.5102,-122.324,1770,11770,339950,7,4,0,34,10762,10000,7.1929342212158,6.579251212010101,7.478734825567875,1,0,0,1,1,0,0,1,0,1
3,1.0,1030,4700,1.0,0,3,7,1030,0,1952,0,98146,47.5118,-122.377,1030,4700,365000,27,1,0,63,3670,3670,6.937314081223682,6.937314081223682,6.937314081223682,1,0,0,1,1,0,1,0,0,1
3,2.5,2330,1987,2.0,4,3,9,1410,920,2004,0,98107,47.6735,-122.405,2640,5250,732000,27,5,0,10,-343,2610,7.753623546559746,7.251344983372214,7.878534196140362,1,0,1,0,1,0,0,1,0,1
3,1.75,1540,10800,1.0,0,5,6,770,770,1947,0,98040,47.5763,-122.222,2020,10800,500000,16,6,0,67,9260,8780,7.339537695407674,6.646390514847729,7.61085279039525,1,0,1,0,1,0,0,1,1,0
6,2.75,2040,8560,1.0,2,4,7,1100,940,1961,0,98008,47.616,-122.115,2230,8560,610000,13,2,0,54,6520,6330,7.620705086838262,7.003065458786462,7.709756864454165,1,0,0,1,1,0,0,1,1,0
3,2.0,1540,7800,1.0,0,3,8,1540,0,2004,0,98125,47.7041,-122.288,1510,7800,525000,4,6,0,10,6260,6290,7.339537695407674,7.339537695407674,7.31986492980897,1,0,1,0,1,0,1,0,0,1
4,1.0,1920,13787,1.0,0,4,7,1220,700,1966,0,98188,47.4502,-122.277,1490,11200,170000,17,6,0,48,11867,9710,7.560080465021827,7.106606137727303,7.306531398939505,1,0,1,0,1,0,0,1,0,1
3,2.5,1870,3439,2.0,0,3,7,1870,0,2005,0,98042,47.3992,-122.163,2190,4029,300000,13,7,0,9,1569,1839,7.533693709848633,7.533693709848633,7.691656822810547,1,0,1,0,1,0,1,0,1,0
5,3.5,2960,12527,2.0,0,3,9,1940,1020,1986,0,98023,47.3134,-122.35,2210,10952,389500,29,10,0,28,9567,8742,7.992944547318106,7.570443252057374,7.700747794511798,1,0,1,0,1,0,0,1,1,0
