bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price,day_bought,month_bought,year_bought,yr_diff_renovated,yr_diff_bought,sqrt_diff,sqrt_diff_15,yr_renovated_binary,basement_binary,zip_binary
3,3.25,1651,1779,2.0,0,0,3,8,1341,310,2008,0,98133,47.7076,-122.346,1650,2908,363000,12,6,2014,0,6,128,1258,0,1,1
2,1.75,1510,4555,1.0,0,0,3,8,1510,0,2005,0,98053,47.7136,-122.031,1640,4500,473000,10,9,2014,0,9,3045,2860,0,0,0
3,2.0,1490,7431,1.0,0,0,4,7,1490,0,1966,0,98052,47.6697,-122.162,1700,7725,585888,21,4,2015,0,49,5941,6025,0,0,0
4,2.5,2220,4652,2.0,0,0,3,7,2220,0,2001,0,98059,47.4902,-122.154,1840,4500,405000,26,6,2014,0,13,2432,2660,0,0,0
3,2.0,2150,3880,1.0,0,0,3,8,1080,1070,1951,0,98117,47.6814,-122.392,2130,4000,575000,22,12,2014,0,63,1730,1870,0,1,1
3,2.25,1400,7205,1.0,0,0,3,7,1140,260,1985,0,98030,47.349,-122.166,1970,7252,220000,17,7,2014,0,29,5805,5282,0,1,0
4,3.0,2450,10117,1.0,0,0,5,8,1580,870,1967,0,98006,47.5694,-122.132,2530,10125,610000,6,5,2014,0,47,7667,7595,0,1,0
3,1.0,980,6380,1.0,0,0,3,7,760,220,1941,0,98115,47.692,-122.308,1390,6380,499950,12,5,2014,0,73,5400,4990,0,1,1
4,2.5,2800,6874,2.0,0,0,3,9,2170,630,1990,0,98112,47.6215,-122.29,1430,6240,883000,3,3,2015,0,25,4074,4810,0,1,1
2,1.0,1240,8100,1.5,0,2,3,7,1240,0,1925,0,98125,47.7326,-122.288,2790,8100,436000,23,10,2014,0,89,6860,5310,0,0,1
3,2.5,1610,1356,2.0,0,0,3,8,1240,370,2007,0,98106,47.5257,-122.361,1270,1314,320000,13,12,2014,0,7,-254,44,0,1,1
4,2.0,1670,9987,1.0,0,0,3,7,1670,0,1967,0,98001,47.3406,-122.284,1640,7280,204700,15,5,2014,0,47,8317,5640,0,0,0
6,3.0,2320,4502,1.0,0,0,4,7,1200,1120,1987,0,98108,47.5552,-122.3,1160,5628,384000,17,7,2014,0,27,2182,4468,0,1,1
3,2.75,1900,8200,2.0,0,0,4,7,1900,0,1984,0,98031,47.402,-122.183,1620,8200,314000,13,1,2015,0,31,6300,6580,0,0,0
3,2.5,2390,6263,2.0,0,0,3,9,2390,0,2003,0,98028,47.7379,-122.248,2390,11761,535000,30,4,2015,0,12,3873,9371,0,0,0
4,1.5,1470,5850,1.0,0,0,4,7,810,660,1973,0,98052,47.7,-122.129,1290,7300,426000,1,5,2015,0,42,4380,6010,0,1,0
4,2.75,2670,6780,2.0,0,3,5,8,1630,1040,1908,0,98118,47.5131,-122.256,2400,5989,675000,9,12,2014,0,106,4110,3589,0,1,1
4,2.5,2540,6365,2.0,0,0,3,8,1870,670,2000,0,98055,47.4608,-122.215,2290,5942,380000,13,6,2014,0,14,3825,3652,0,1,0
3,2.5,3450,8000,3.0,0,0,4,8,2970,480,1927,1975,98116,47.5605,-122.402,1880,6135,685000,23,7,2014,48,87,4550,4255,1,1,1
4,1.5,1810,6583,1.0,0,0,3,7,1500,310,1968,0,98133,47.7273,-122.351,860,8670,799000,21,4,2015,0,47,4773,7810,0,1,1
5,1.75,1550,6986,1.0,0,0,3,7,1030,520,1978,0,98106,47.5503,-122.356,1550,6986,318500,20,9,2014,0,36,5436,5436,0,1,1
3,1.5,2080,5000,1.0,0,0,3,7,1300,780,1963,0,98118,47.5322,-122.29,1860,5000,420000,24,2,2015,0,52,2920,3140,0,1,1
2,1.0,1100,4000,1.0,0,0,3,7,1100,0,1906,0,98109,47.6388,-122.35,1590,4000,570000,18,12,2014,0,108,2900,2410,0,0,1
4,2.75,3950,12840,2.0,0,0,5,8,3950,0,1960,0,98040,47.5489,-122.219,2350,12507,1050000,13,8,2014,0,54,8890,10157,0,0,0
3,1.0,1250,8450,1.0,0,0,4,7,1250,0,1954,0,98146,47.503,-122.364,1350,9300,333000,17,9,2014,0,60,7200,7950,0,0,1
2,1.75,2620,14138,2.0,1,4,3,8,2120,500,1931,1991,98125,47.7142,-122.277,1830,8279,1360000,24,2,2015,60,84,11518,6449,1,1,1
3,2.5,2290,2798,3.0,0,0,4,9,2290,0,1953,1983,98102,47.641,-122.315,2260,5000,660000,3,6,2014,30,61,508,2740,1,0,1
6,4.5,3500,8504,2.0,0,0,3,7,3500,0,1980,0,98155,47.7351,-122.295,1550,8460,350000,17,9,2014,0,34,5004,6910,0,0,1
6,4.5,3500,8504,2.0,0,0,3,7,3500,0,1980,0,98155,47.7351,-122.295,1550,8460,682500,21,1,2015,0,35,5004,6910,0,0,1
5,2.75,1690,4000,1.0,0,0,5,7,970,720,1943,0,98106,47.5312,-122.354,1240,4000,399990,10,12,2014,0,71,2310,2760,0,1,1
2,1.0,1120,7797,1.0,0,0,3,6,1120,0,1948,0,98055,47.4871,-122.22,2180,7200,216180,21,10,2014,0,66,6677,5020,0,0,0
4,2.25,1740,9613,2.0,0,0,5,8,1740,0,1989,0,98058,47.463,-122.125,1680,9769,300000,15,9,2014,0,25,7873,8089,0,0,0
3,1.0,1010,11880,1.0,0,0,3,7,1010,0,1960,0,98030,47.3762,-122.219,1150,9435,145000,14,10,2014,0,54,10870,8285,0,0,0
3,1.0,1010,11880,1.0,0,0,3,7,1010,0,1960,0,98030,47.3762,-122.219,1150,9435,255000,5,3,2015,0,55,10870,8285,0,0,0
3,1.0,1020,8625,1.0,0,0,3,7,1020,0,1978,0,98045,47.4465,-121.77,1290,9440,245000,29,10,2014,0,36,7605,8150,0,0,0
3,1.75,1850,7056,2.5,0,0,4,8,1850,0,1979,0,98052,47.6602,-122.13,1970,7056,445000,14,10,2014,0,35,5206,5086,0,0,0
3,1.5,1830,8000,1.0,0,0,4,7,1830,0,1957,0,98008,47.6017,-122.122,1310,7500,562000,14,5,2014,0,57,6170,6190,0,0,0
4,1.0,2070,7519,1.0,0,0,3,7,1160,910,1963,0,98008,47.632,-122.119,1730,7519,501000,5,5,2014,0,51,5449,5789,0,1,0
3,1.75,1160,5850,1.0,0,0,4,6,1160,0,1918,0,98146,47.5064,-122.356,1110,8382,190000,13,1,2015,0,97,4690,7272,0,0,1
5,2.5,2340,6000,2.0,0,0,4,10,2340,0,1922,0,98144,47.5764,-122.287,2350,6000,1090000,11,6,2014,0,92,3660,3650,0,0,1
5,3.25,4300,9270,2.0,0,3,3,10,2910,1390,1957,2009,98116,47.5717,-122.409,2780,6610,1400000,9,10,2014,52,57,4970,3830,1,1,1
3,1.5,1590,8256,1.0,0,1,3,7,1090,500,1969,0,98003,47.3488,-122.304,1950,7840,284850,16,12,2014,0,45,6666,5890,0,1,0
4,2.5,2590,7910,2.0,0,0,3,9,2590,0,2003,0,98028,47.7378,-122.248,2110,11761,570000,19,2,2015,0,12,5320,9651,0,0,0
3,1.75,1720,6000,1.0,0,2,3,7,1000,720,1954,0,98178,47.4999,-122.223,1690,6000,304000,3,10,2014,0,60,4280,4310,0,1,1
4,2.5,1790,9787,1.0,0,2,4,8,1240,550,1983,0,98056,47.5344,-122.189,1790,9787,560000,16,12,2014,0,31,7997,7997,0,1,0
3,1.0,1590,8160,1.0,0,1,3,7,1090,500,1954,0,98198,47.4013,-122.321,1540,10500,325000,26,8,2014,0,60,6570,8960,0,1,1
4,2.0,1580,4800,1.5,0,2,3,7,1580,0,1912,0,98136,47.5454,-122.383,1580,4800,557510,6,2,2015,0,103,3220,3220,0,0,1
4,2.25,2580,8820,1.0,0,0,4,9,1620,960,1967,0,98023,47.3122,-122.376,2140,8400,305000,20,4,2015,0,48,6240,6260,0,1,0
3,1.0,1180,7210,1.0,0,0,4,7,1180,0,1963,0,98034,47.7267,-122.241,1700,7210,383001,4,9,2014,0,51,6030,5510,0,0,0
2,1.0,1190,5000,1.0,0,0,3,7,1190,0,1925,0,98116,47.5717,-122.382,1600,5000,487500,8,4,2015,0,90,3810,3400,0,0,1
5,2.5,2450,6994,2.0,0,0,3,8,2450,0,2002,0,98030,47.3572,-122.192,1940,6035,345000,2,7,2014,0,12,4544,4095,0,0,0
6,2.75,2630,16411,1.0,0,0,4,8,1650,980,1974,0,98052,47.6309,-122.093,2250,12255,583000,4,6,2014,0,40,13781,10005,0,1,0
3,2.25,2130,12286,2.0,0,0,3,8,2130,0,1977,0,98052,47.6471,-122.114,2130,10158,534950,12,8,2014,0,37,10156,8028,0,0,0
4,1.0,1060,5750,1.0,0,0,3,6,950,110,1904,0,98199,47.6562,-122.389,1790,5857,403504,12,8,2014,0,110,4690,4067,0,1,1
3,1.75,1480,6120,1.5,0,0,3,7,1480,0,1946,0,98115,47.6858,-122.295,1480,6120,500000,27,4,2015,0,69,4640,4640,0,0,1
4,2.75,2440,5080,2.0,0,0,3,8,1750,690,1960,0,98126,47.5547,-122.379,1920,6375,525000,12,11,2014,0,54,2640,4455,0,1,1
4,2.75,2890,5000,1.5,0,0,3,8,1990,900,1911,2014,98117,47.6768,-122.363,1080,3750,898500,4,8,2014,103,103,2110,2670,1,1,1
4,2.75,2900,6400,2.0,0,0,3,7,2040,860,1911,1970,98136,47.5563,-122.393,1340,6144,450000,1,12,2014,59,103,3500,4804,1,1,1
4,2.25,2650,8149,1.0,0,0,4,8,1610,1040,1975,0,98006,47.5624,-122.176,2290,8019,665000,21,3,2015,0,40,5499,5729,0,1,0
4,2.5,2560,4000,2.0,0,0,5,8,1610,950,1929,0,98117,47.6885,-122.386,1760,4000,825000,2,11,2014,0,85,1440,2240,0,1,1
3,1.0,1150,4800,1.5,0,0,4,6,1150,0,1938,0,98002,47.3101,-122.212,1310,9510,200000,25,6,2014,0,76,3650,8200,0,0,0
3,2.0,1760,6092,1.0,0,0,3,7,1760,0,1998,0,98030,47.3838,-122.184,2590,6255,295000,4,9,2014,0,16,4332,3665,0,0,0
4,2.5,3220,8379,2.0,0,0,3,10,3220,0,2004,0,98034,47.7043,-122.192,2720,7635,748000,15,12,2014,0,10,5159,4915,0,0,0
3,1.0,1250,10744,1.0,0,0,3,6,1250,0,1942,0,98198,47.4226,-122.327,1500,10710,275000,12,2,2015,0,73,9494,9210,0,0,1
3,1.0,1000,8470,1.0,0,0,4,6,1000,0,1963,0,98023,47.3056,-122.37,1020,8470,196000,26,3,2015,0,52,7470,7450,0,0,0
2,1.0,740,11250,1.0,0,0,2,6,740,0,1938,0,98146,47.5036,-122.362,1390,11250,235750,22,5,2014,0,76,10510,9860,0,0,1
3,2.25,2170,8480,1.0,0,0,3,8,2170,0,1965,0,98148,47.4562,-122.33,2080,8452,315000,23,3,2015,0,50,6310,6372,0,0,1
4,2.5,2370,10631,2.0,0,0,3,8,2370,0,1999,0,98003,47.3473,-122.302,2200,8297,338000,25,8,2014,0,15,8261,6097,0,0,0
4,2.5,2300,4249,2.0,0,0,3,8,2300,0,2006,0,98038,47.3516,-122.0,2390,4385,353000,21,1,2015,0,9,1949,1995,0,0,0
3,1.75,1400,6300,1.0,0,0,3,7,1400,0,1998,0,98022,47.2074,-122.001,1400,8490,235000,27,6,2014,0,16,4900,7090,0,0,0
4,2.25,2350,12540,2.0,0,0,3,8,2350,0,1968,0,98177,47.7732,-122.382,2090,7964,505000,18,9,2014,0,46,10190,5874,0,0,1
4,3.0,2660,4600,1.5,0,0,3,8,1820,840,1906,2002,98112,47.6258,-122.305,2350,4600,1230000,6,3,2015,96,109,1940,2250,1,1,1
3,2.0,1100,6360,1.0,0,0,3,7,1100,0,1991,0,98038,47.3878,-122.052,1620,6360,240000,16,10,2014,0,23,5260,4740,0,0,0
4,3.25,3640,3604,2.0,0,2,5,9,1960,1680,1913,0,98122,47.6145,-122.284,1940,4600,1270000,11,9,2014,0,101,-36,2660,0,1,1
2,1.75,1350,2653,2.0,0,0,3,7,1350,0,1986,0,98033,47.6934,-122.184,1370,4115,405000,14,4,2015,0,29,1303,2745,0,0,0
4,2.0,1310,8454,1.0,0,0,4,7,1310,0,1953,0,98155,47.7572,-122.318,1320,8274,304000,24,6,2014,0,61,7144,6954,0,0,1
4,2.25,1800,5555,2.0,0,0,3,7,1800,0,2003,0,98038,47.3498,-122.052,1810,5669,272000,10,10,2014,0,11,3755,3859,0,0,0
2,1.0,1260,3960,1.0,0,0,3,6,690,570,1925,0,98117,47.6899,-122.391,1250,3960,412000,20,6,2014,0,89,2700,2710,0,1,1
4,2.5,2990,7231,2.0,0,0,3,9,2990,0,2001,0,98075,47.5623,-122.032,3160,8339,698000,18,7,2014,0,13,4241,5179,0,0,0
2,1.0,1140,5100,1.0,0,0,3,7,1140,0,1942,0,98136,47.5323,-122.383,1230,5100,400000,9,6,2014,0,72,3960,3870,0,0,1
3,2.5,2100,6825,2.0,0,0,3,8,2100,0,1994,0,98055,47.4314,-122.189,2180,7614,305000,20,11,2014,0,20,4725,5434,0,0,0
4,2.0,2400,12753,1.0,0,0,4,7,2400,0,1962,0,98033,47.6947,-122.177,1830,12060,585000,10,9,2014,0,52,10353,10230,0,0,0
2,1.5,1400,9031,1.0,0,0,3,7,960,440,1982,0,98023,47.2915,-122.368,1450,7658,190000,12,8,2014,0,32,7631,6208,0,1,0
4,2.5,2990,12788,2.0,0,0,3,10,2990,0,1988,0,98075,47.5601,-122.037,3250,12212,760000,20,7,2014,0,26,9798,8962,0,0,0
3,1.0,980,6800,1.0,0,0,3,6,980,0,1946,0,98058,47.4411,-122.186,1140,9975,144000,6,11,2014,0,68,5820,8835,0,0,0
2,1.0,690,5280,1.0,0,0,4,5,690,0,1942,0,98056,47.4953,-122.187,1140,4860,139000,24,6,2014,0,72,4590,3720,0,0,0
4,1.5,1430,6380,1.5,0,0,4,7,1130,300,1945,0,98115,47.6942,-122.319,1570,6380,525000,19,11,2014,0,69,4950,4810,0,1,1
1,1.0,1110,5421,1.0,0,0,3,6,1110,0,1935,0,98177,47.7322,-122.359,1230,8100,293000,16,7,2014,0,79,4311,6870,0,0,1
2,2.5,1250,1580,2.0,0,0,3,7,1030,220,2005,0,98106,47.5243,-122.36,1250,1361,267100,27,4,2015,0,10,330,111,0,1,1
4,3.25,3470,5222,2.0,0,0,3,10,2830,640,2005,0,98033,47.6845,-122.209,3090,6758,1500000,21,4,2015,0,10,1752,3668,0,1,0
3,2.25,1500,15334,2.0,0,0,4,7,1500,0,1992,0,98042,47.3719,-122.091,1530,8102,240000,28,10,2014,0,22,13834,6572,0,0,0
3,2.5,2530,7000,2.5,0,4,3,9,2530,0,1915,1999,98136,47.5465,-122.398,2380,7000,975000,9,4,2015,84,100,4470,4620,1,0,1
5,1.75,2150,7171,1.0,0,0,4,7,1460,690,1970,0,98031,47.3952,-122.176,1710,7300,279950,18,6,2014,0,44,5021,5590,0,1,0
3,1.75,1260,7373,1.0,0,0,4,7,1260,0,1979,0,98034,47.7296,-122.233,1360,7373,405000,27,1,2015,0,36,6113,6013,0,0,0
3,1.0,960,6500,1.0,0,0,4,5,960,0,1954,0,98056,47.497,-122.171,1150,6500,225000,24,11,2014,0,60,5540,5350,0,0,0
3,1.0,1520,7800,1.0,0,0,4,7,1120,400,1967,0,98032,47.3784,-122.29,1740,8000,250000,29,12,2014,0,47,6280,6260,0,1,0
3,2.25,1570,9096,1.0,0,0,4,7,1180,390,1991,0,98022,47.1937,-121.99,1570,8418,272950,31,3,2015,0,24,7526,6848,0,1,0
5,1.0,3240,5324,2.0,0,0,3,9,3240,0,2007,0,98065,47.523,-121.875,3240,6036,625000,22,7,2014,0,7,2084,2796,0,0,0
3,1.75,1280,2147,1.5,0,0,4,7,1280,0,1910,0,98102,47.6362,-122.324,2010,2640,670000,18,7,2014,0,104,867,630,0,0,1
3,2.5,2130,3545,3.0,0,0,5,9,2130,0,1990,0,98109,47.6389,-122.349,1970,3464,1070000,1,4,2015,0,25,1415,1494,0,0,1
3,1.75,1970,8200,1.0,0,0,5,8,1420,550,1963,0,98177,47.7602,-122.363,2140,8000,540000,18,6,2014,0,51,6230,5860,0,1,1
3,2.5,2990,6725,2.0,0,0,3,9,2990,0,2003,0,98059,47.4928,-122.142,2790,6725,525000,5,11,2014,0,11,3735,3935,0,0,0
2,1.0,1160,17700,1.0,0,0,3,7,1160,0,1947,0,98133,47.7244,-122.331,1440,9000,425000,3,3,2015,0,68,16540,7560,0,0,1
3,1.75,1890,7004,1.0,0,0,3,7,1290,600,1965,0,98118,47.5557,-122.28,1440,5378,465500,2,6,2014,0,49,5114,3938,0,1,1
3,2.5,2170,5866,2.0,0,0,3,7,2170,0,2006,0,98065,47.5403,-121.889,2440,5798,443500,17,7,2014,0,8,3696,3358,0,0,0
3,2.25,1250,952,3.0,0,0,3,8,1250,0,2008,0,98133,47.7098,-122.333,1250,1030,205000,20,2,2015,0,7,-298,-220,0,0,1
4,2.5,1940,10200,1.0,0,0,4,8,1140,800,1977,0,98042,47.4157,-122.161,1920,12600,315000,26,6,2014,0,37,8260,10680,0,1,0
3,2.5,2150,8221,2.0,0,0,3,8,2150,0,1992,0,98059,47.5085,-122.15,2490,7951,470000,23,6,2014,0,22,6071,5461,0,0,0
4,2.25,3310,8540,1.0,0,4,4,9,1660,1650,1973,0,98006,47.5603,-122.158,3450,9566,1100000,29,7,2014,0,41,5230,6116,0,1,0
4,2.5,2660,12672,1.0,0,0,4,8,1740,920,1960,0,98003,47.3334,-122.323,2280,12477,310000,18,6,2014,0,54,10012,10197,0,1,0
3,1.0,950,13475,1.0,0,0,3,7,950,0,1950,0,98155,47.7543,-122.306,1240,8910,305000,2,6,2014,0,64,12525,7670,0,0,1
3,1.5,1480,6752,1.0,0,0,4,7,1480,0,1959,0,98056,47.4993,-122.176,1450,8023,307150,10,7,2014,0,55,5272,6573,0,0,0
4,2.5,2840,12866,1.0,0,0,4,9,1780,1060,1977,0,98005,47.6388,-122.167,2840,13209,729032,1,7,2014,0,37,10026,10369,0,1,0
5,2.5,3240,9960,1.0,0,1,3,8,2020,1220,1958,0,98008,47.5858,-122.112,2730,10400,750000,3,3,2015,0,57,6720,7670,0,1,0
4,2.5,1961,3207,2.0,0,0,3,7,1961,0,2006,0,98042,47.3507,-122.16,1961,3401,289000,3,2,2015,0,9,1246,1440,0,0,0
3,1.0,1100,5700,1.0,0,0,3,7,1100,0,1950,0,98115,47.6883,-122.282,1560,6588,480000,15,4,2015,0,65,4600,5028,0,0,1
3,1.75,1500,7367,1.0,0,0,3,8,1500,0,1974,0,98033,47.6722,-122.167,1920,7579,529000,19,2,2015,0,41,5867,5659,0,0,0
3,1.75,1480,4800,2.0,0,0,4,7,1140,340,1944,0,98199,47.6567,-122.397,1810,4800,585000,28,7,2014,0,70,3320,2990,0,1,1
4,2.75,2510,12500,1.0,0,0,5,8,2050,460,1976,0,98052,47.6278,-122.11,2200,12088,704000,25,9,2014,0,38,9990,9888,0,1,0
4,2.0,1490,4054,1.5,0,0,5,7,1490,0,1926,0,98115,47.6744,-122.301,1510,3889,607000,4,3,2015,0,89,2564,2379,0,0,1
3,2.25,2190,8188,2.0,0,0,3,8,1810,380,1978,0,98052,47.6883,-122.113,2190,8374,580000,10,3,2015,0,37,5998,6184,0,1,0
5,2.5,2530,8564,2.0,0,0,4,8,2530,0,1976,0,98006,47.5622,-122.153,2480,8714,875000,5,8,2014,0,38,6034,6234,0,0,0
4,2.5,2440,9350,1.0,0,0,4,8,1560,880,1976,0,98006,47.5614,-122.13,2260,8500,610000,15,10,2014,0,38,6910,6240,0,1,0
4,2.5,2210,5002,1.0,0,0,3,7,1370,840,1977,0,98199,47.6637,-122.401,1970,4920,733000,5,3,2015,0,38,2792,2950,0,1,1
2,1.0,1620,9855,1.0,0,4,3,8,1320,300,1948,0,98136,47.5264,-122.384,1820,7700,700000,7,10,2014,0,66,8235,5880,0,1,1
4,2.75,2410,5225,2.0,0,0,3,8,2410,0,2001,0,98058,47.4244,-122.151,2300,5378,379000,22,12,2014,0,13,2815,3078,0,0,0
2,1.0,920,4400,1.0,0,0,3,7,920,0,1948,0,98103,47.6903,-122.332,1560,4600,412133,19,11,2014,0,66,3480,3040,0,0,1
4,2.25,2330,14190,1.0,0,0,3,8,1740,590,1962,0,98034,47.718,-122.242,2330,14190,480000,2,4,2015,0,53,11860,11860,0,1,0
3,1.75,1940,10245,1.0,0,0,3,7,1940,0,1957,0,98040,47.5833,-122.241,2720,11448,650000,18,12,2014,0,57,8305,8728,0,0,0
2,2.5,1900,5065,2.0,0,0,3,8,1900,0,2005,0,98053,47.7175,-122.034,1350,4664,505000,30,3,2015,0,10,3165,3314,0,0,0
4,2.5,3510,17400,1.0,0,0,4,9,1930,1580,1957,0,98005,47.5963,-122.171,2730,12120,931088,5,5,2015,0,58,13890,9390,0,1,0
4,1.75,1860,7700,1.0,0,0,4,8,1860,0,1964,0,98008,47.626,-122.112,1860,7700,570000,26,9,2014,0,50,5840,5840,0,0,0
3,1.0,1380,4635,1.0,0,0,4,6,1380,0,1919,0,98144,47.57,-122.285,1790,4635,475000,13,8,2014,0,95,3255,2845,0,0,1
6,1.75,2210,8594,1.0,0,0,3,7,1310,900,1959,0,98188,47.4594,-122.273,1850,8594,240000,5,8,2014,0,55,6384,6744,0,1,1
3,1.0,1500,6600,1.0,0,0,2,6,1500,0,1970,0,98168,47.4845,-122.33,1730,6600,243000,16,9,2014,0,44,5100,4870,0,0,1
2,1.75,2080,8112,1.0,1,4,4,8,1040,1040,1939,1984,98125,47.7134,-122.277,2030,8408,1190000,13,10,2014,45,75,6032,6378,1,1,1
3,2.5,2080,4307,2.0,0,0,3,7,2080,0,2004,0,98065,47.53,-121.848,2080,4947,368000,10,9,2014,0,10,2227,2867,0,0,0
5,4.25,3970,4500,2.0,0,0,3,9,2860,1110,2004,0,98027,47.5402,-122.069,3480,4500,811500,20,11,2014,0,10,530,1020,0,1,0
2,1.0,770,8149,1.0,0,0,5,6,770,0,1948,0,98155,47.7406,-122.302,770,8150,275000,4,6,2014,0,66,7379,7380,0,0,1
4,2.5,2500,6005,2.0,0,0,3,9,2500,0,2001,0,98033,47.6922,-122.174,2680,7200,650000,29,9,2014,0,13,3505,4520,0,0,0
3,2.5,1340,10018,1.0,0,0,4,7,1340,0,1976,0,98052,47.6366,-122.094,2520,13068,425000,15,8,2014,0,38,8678,10548,0,0,0
3,2.5,2640,13775,1.0,0,0,3,8,1550,1090,1978,0,98005,47.5875,-122.177,2120,12432,530000,10,12,2014,0,36,11135,10312,0,1,0
4,1.75,2740,8520,1.0,0,2,3,8,1370,1370,1954,0,98118,47.5445,-122.263,2740,9286,657000,22,5,2014,0,60,5780,6546,0,1,1
4,2.75,1580,3770,1.0,0,0,3,7,1080,500,2002,0,98019,47.7368,-121.968,1740,3800,315000,31,12,2014,0,12,2190,2060,0,1,0
3,2.75,1960,13252,1.0,0,0,5,8,1240,720,1975,0,98006,47.5582,-122.139,2040,9866,550000,15,9,2014,0,39,11292,7826,0,1,0
2,2.25,1560,1705,2.0,0,0,3,8,1270,290,2006,0,98126,47.5482,-122.374,1560,1758,347000,15,12,2014,0,8,145,198,0,1,1
5,2.75,2440,8000,1.0,0,0,4,7,1240,1200,1972,0,98034,47.7283,-122.17,1780,8391,525000,6,6,2014,0,42,5560,6611,0,1,0
3,1.5,990,1343,2.0,0,0,3,8,840,150,2007,0,98112,47.6236,-122.306,1350,2521,490000,25,9,2014,0,7,353,1171,0,1,1
3,2.25,2210,7916,2.0,0,0,3,8,2210,0,1978,0,98133,47.7175,-122.339,1450,7955,500000,29,12,2014,0,36,5706,6505,0,0,1
3,2.75,3080,7282,2.0,0,0,3,9,3080,0,2008,0,98059,47.4826,-122.149,3080,7274,585000,28,1,2015,0,7,4202,4194,0,0,0
1,1.0,1020,3200,1.0,0,0,3,7,1020,0,1927,0,98109,47.6361,-122.343,1670,3480,465000,24,10,2014,0,87,2180,1810,0,0,1
4,2.0,1900,8160,1.0,0,0,3,7,1900,0,1975,0,98022,47.2114,-121.986,1280,6532,200000,27,3,2015,0,40,6260,5252,0,0,0
6,4.75,5770,16747,2.0,0,3,3,12,4500,1270,1998,0,98006,47.5512,-122.11,4470,14571,1680000,26,1,2015,0,17,10977,10101,0,1,0
3,4.0,2080,2250,3.0,0,4,3,8,2080,0,1997,0,98103,47.6598,-122.355,2080,2250,715000,3,7,2014,0,17,170,170,0,0,1
3,4.0,2080,2250,3.0,0,4,3,8,2080,0,1997,0,98103,47.6598,-122.355,2080,2250,780000,24,4,2015,0,18,170,170,0,0,1
2,1.0,1480,4080,1.0,0,0,3,7,1050,430,1949,0,98117,47.6842,-122.393,1310,4080,410000,18,8,2014,0,65,2600,2770,0,1,1
2,1.0,1480,4080,1.0,0,0,3,7,1050,430,1949,0,98117,47.6842,-122.393,1310,4080,778100,6,5,2015,0,66,2600,2770,0,1,1
3,1.0,1090,11292,1.0,0,0,4,7,1090,0,1952,0,98133,47.7429,-122.358,1570,8198,406000,30,3,2015,0,63,10202,6628,0,0,1
4,2.5,2800,5900,1.0,0,0,3,8,1660,1140,1963,0,98115,47.6809,-122.286,2580,5900,665000,5,5,2014,0,51,3100,3320,0,1,1
2,1.0,1000,8212,1.0,0,0,4,7,1000,0,1947,0,98133,47.7444,-122.341,1620,8214,305000,25,11,2014,0,67,7212,6594,0,0,1
3,2.5,1640,7668,2.0,0,0,3,7,1640,0,1991,0,98038,47.3505,-122.027,1850,7200,265000,22,8,2014,0,23,6028,5350,0,0,0
4,1.0,1620,4080,1.5,0,0,3,7,1620,0,1923,0,98105,47.6696,-122.324,1760,4080,485000,2,10,2014,0,91,2460,2320,0,0,1
2,1.5,1860,5100,1.0,0,0,3,7,1060,800,1940,0,98136,47.5573,-122.392,1710,5100,510000,21,4,2015,0,75,3240,3390,0,1,1
2,1.0,1080,3899,1.0,0,0,4,8,1080,0,1972,0,98198,47.3792,-122.321,1090,3899,195000,21,5,2014,0,42,2819,2809,0,0,1
3,1.75,1980,5100,1.0,0,0,3,7,1270,710,1965,0,98103,47.6911,-122.347,1400,5100,432500,28,5,2014,0,49,3120,3700,0,1,1
3,1.75,1510,8433,1.0,0,0,4,7,1220,290,1967,0,98008,47.6226,-122.103,1950,8199,490000,10,12,2014,0,47,6923,6249,0,1,0
3,2.5,1690,7165,2.0,0,0,4,7,1690,0,1992,0,98038,47.3498,-122.058,1410,8590,270000,11,7,2014,0,22,5475,7180,0,0,0
2,1.5,1010,2102,2.0,0,0,3,7,1010,0,1984,0,98119,47.6374,-122.375,1480,2632,370000,26,8,2014,0,30,1092,1152,0,0,1
3,2.5,2090,12027,2.0,0,0,3,8,2090,0,1991,0,98031,47.4084,-122.213,2090,12666,327500,15,12,2014,0,23,9937,10576,0,0,0
2,1.0,1060,6120,1.0,0,0,3,7,1060,0,1908,0,98103,47.6739,-122.329,1730,4080,826000,23,3,2015,0,107,5060,2350,0,0,1
3,1.75,1750,7020,2.0,0,0,3,7,1750,0,1934,1978,98010,47.3264,-122.038,1170,9546,510000,1,7,2014,44,80,5270,8376,1,0,0
2,1.0,890,4730,1.0,0,0,3,7,890,0,1941,0,98103,47.6876,-122.341,1330,5904,587750,11,3,2015,0,74,3840,4574,0,0,1
4,2.0,2060,5000,1.0,0,0,3,7,1030,1030,1949,2013,98117,47.6992,-122.379,1280,5000,612500,6,5,2014,64,65,2940,3720,1,1,1
4,1.75,2120,6250,1.0,0,0,5,7,1060,1060,1917,0,98136,47.5506,-122.385,1410,6250,560000,13,3,2015,0,98,4130,4840,0,1,1
3,2.25,2180,4200,1.5,0,0,5,8,1520,660,1939,0,98112,47.6412,-122.302,1850,4200,727000,3,9,2014,0,75,2020,2350,0,1,1
